Endpoint,auc,aupr,best_f1,best_f1_threshold,precision_at_best_f1_threshold,recall_at_best_f1_threshold,precision_at_1000_per_million,recall_at_1000_per_million,rr_at_1000_per_million,threshold_at_1000_per_million,cm_tp,cm_fp,cm_tn,cm_fn
3,0.7635889270717418,0.0030549220064318484,0.015989340439706862,0.06542197614908218,0.008592910848549946,0.11483253588516747,0.004975124378109453,0.004784688995215311,4.782070508700516,0.0763644203543663,24,2769,197912,185
6,0.7447597558208893,0.00514645681630938,0.023067331670822942,0.06542197614908218,0.013247404224847834,0.0891566265060241,0.01990049751243781,0.00963855421686747,9.633279386201522,0.0763644203543663,37,2756,197719,378
12,0.7399120801818985,0.008858302514965964,0.028878822197055492,0.06542197614908218,0.018259935553168637,0.06901217861975643,0.04477611940298507,0.012178619756427604,12.171954840142991,0.0763644203543663,51,2742,197409,688
36,0.7322184778270792,0.02800721984427189,0.0662878787878788,0.49624747037887573,0.06545114539504442,0.0671462829736211,0.15422885572139303,0.01486810551558753,14.859968741424769,0.5369628667831421,140,1999,196806,1945
60,0.7253675548196096,0.04741250248714542,0.09090909090909091,0.48453134298324585,0.0906515580736544,0.09116809116809117,0.16666666666666666,0.009401709401709401,9.411253561253561,0.5370606184005737,320,3210,191481,3190
