Endpoint,auc,aupr,best_f1,best_f1_threshold,precision_at_best_f1_threshold,recall_at_best_f1_threshold,precision_at_1000_per_million,recall_at_1000_per_million,rr_at_1000_per_million,threshold_at_1000_per_million,cm_tp,cm_fp,cm_tn,cm_fn
3,0.7337713666970048,0.004704921156568039,0.07326007326007326,0.7739452123641968,0.05813953488372093,0.09900990099009901,0.04878048780487805,0.09900990099009901,99.1451340255977,0.7548390030860901,10,162,205017,91
6,0.74876815621106,0.00413293415835298,0.0634920634920635,0.7739452123641968,0.05649717514124294,0.07246376811594203,0.04878048780487805,0.07246376811594203,72.56274301873454,0.75814288854599,10,167,204975,128
12,0.7390757670938404,0.004112915931345298,0.05509641873278237,0.7739452123641968,0.05649717514124294,0.053763440860215055,0.04878048780487805,0.053763440860215055,53.8368738526095,0.75814288854599,10,167,204927,176
36,0.7507603767374863,0.007063379133210725,0.035211267605633804,0.7739452123641968,0.056179775280898875,0.02564102564102564,0.04878048780487805,0.02564102564102564,25.676047529706064,0.7581430673599243,10,168,204722,380
60,0.7361205934684797,0.007994510697197447,0.028314028314028315,0.7739452123641968,0.062146892655367235,0.018333333333333333,0.054187192118226604,0.018333333333333333,18.29305418719212,0.7619975805282593,11,166,201788,589
